REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,title_neg,title_neu,title_pos,title_compound,body_neg,body_neu,body_pos,body_compound
542359246,2017-11-21 00:00:00.000,4,Singapore Central Park,"When you are in Singapore you shouldn't miss Gardens by the Bay, A really nice place to walk around and see the nature in the middle of the city.",2017-05-01 00:00:00.000,Couples,2020-01-25 17:36:25.398,nilsm660,Sweden,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.0,0.851,0.149,0.548
646686087,2019-01-18 00:00:00.000,3,Beautiful view below!,"Visited last September 25, 2018 It was cold inside the dome, I am sensitive to cold, bring jacket or cardigan. If you are born in the country (like me Philippines) with lots of trees and green plants this place is not appealing to you. Though the view below you will makes you feel, liking the place. Wonderful exterior design is the attraction on this place.",2018-09-01 00:00:00.000,Family,2020-01-29 11:33:56.433,meandmyhandwriting,Philippines,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",0.0,0.323,0.677,0.636,0.0,0.866,0.134,0.8555
668787763,2019-04-24 00:00:00.000,5,Main shopping area,If you want to buy something this is the place to go but I will warn you itâ€™s not cheap . Everything is expensive in Singapore so donâ€™t go there thinking you will get anything cheap not going to happen.,2019-04-01 00:00:00.000,Couples,2020-01-30 02:44:11.507,Ray T,United Kingdom,Orchard Road,Precinct & Street,"Singapore, Singapore",0.0,1.0,0.0,0.0,0.041,0.929,0.03,-0.1154
564163657,2018-03-04 00:00:00.000,3,"Same, same, same","This crowded market place offers souvneirs of every kind imaginable. The problem is that almost every stall is the same and the prices mostly the same as well - so get in, get what you want and leave - there are much more interesting places to go in Singapore",2018-02-01 00:00:00.000,Couples,2020-01-30 12:08:02.040,MJBAuckland,New Zealand,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",0.0,1.0,0.0,0.0,0.098,0.724,0.177,0.6566
659518934,2019-03-19 00:00:00.000,5,"Amazing, do not miss","You could easily spend a whole day here._x000D_
Do not miss the Super trees light show it was fab I only wish we had more time to see it again._x000D_
Go to the rooftop bar for just before sunset and watch the sun go down you can see for miles in all directions :)",2018-10-01 00:00:00.000,Couples,2020-01-25 16:44:52.733,828MichelleM,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,0.276,0.724,0.6421,0.051,0.746,0.203,0.8125
619619211,2018-09-26 00:00:00.000,4,Night Safari with young children,"The night safari was easy on weekday, with minimum crowd, we were allowed early entry with minimum hestitation. The ride was smooth and the sufficient to allow the young children a good view of the animals at each station.",2018-09-01 00:00:00.000,Family,2020-01-30 14:48:21.970,satoukon,Singapore,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,1.0,0.0,0.0,0.0,0.82,0.18,0.7717
534362454,2017-10-19 00:00:00.000,5,Must see,"Wonderful expo about botanical plants and trees. Both pavilions have a hug collection of plants, flowers, and arrangements in different climates zones, that are very unique and presented in a great and impressive way.",2017-10-01 00:00:00.000,Business,2020-01-25 19:49:03.999,Neggul,Switzerland,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.0,0.664,0.336,0.9349
344882525,2016-02-04 00:00:00.000,5,Treasures of the World - British Museum Exhibit.,"Very well done exhibit. I saw this exhibit on a tour - which was good and given it was only an hour, insufficient for viewing the entire exhibit. It will require one and a half to two hours to get the scope of this exhibit - and it is well worth it if you are interested in an historical view of our planet._x000D_
For young children, there are lots of activities they can do there._x000D_
_x000D_
See it before it leaves at the end of May",2016-02-01 00:00:00.000,Friends,2020-01-29 19:49:17.763,Sandra B,Singapore,National Museum of Singapore,"Art, History & Culture","93 Stamford Road National Museum of Singapore, Singapore 178897, Singapore",0.0,0.682,0.318,0.4215,0.0,0.861,0.139,0.883
568878422,2018-03-26 00:00:00.000,5,Well Worth a Visit,"I went to the Flower Dome in February for about 2 hours - it is well worth a visit. The architecture of the dome, the views in the background made the visit a very enjoyable experience. The displays apparently change once a quarter, so it can be visited again during subsequent visits as well._x000D_
_x000D_
There is a paid shuttle near the Gardens entrance available, but the 10 minute walk through the gardens is quite enjoyable.",2018-02-01 00:00:00.000,Solo,2020-01-30 01:04:05.914,tareyux,China,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",0.0,0.2,0.8,0.4588,0.0,0.874,0.126,0.8119
544404869,2017-12-01 00:00:00.000,5,Always a great place to hangout with family =),Coming to Macritchie for a little curry puff and a walk is always a joy. The best time to come is in the mid afternoon where the crowds have thinned.,2017-10-01 00:00:00.000,Family,2020-01-29 23:43:25.952,JanTan82,Singapore,MacRitchie Nature Trail,Nature & Wildlife,"MacRitchie Reservoir Park, Singapore 298717, Singapore",0.0,0.451,0.549,0.8074,0.0,0.758,0.242,0.8402
532366362,2017-10-12 00:00:00.000,4,Visiting India from outside of India,"As its name implies it's a small Indian town within the city. packed with shop selling Indian product and food. it's really carry a favor you won't find in other part of the city._x000D_
_x000D_
I'd suggesting dropping by the heritage center for a quick visit of the local Indian history so you can get more appreciation of the coming of the town",2017-10-01 00:00:00.000,Couples,2020-01-31 09:16:22.211,VictorTHH,China,Little India,Precinct & Street,"Serangoon Road, Singapore, Singapore",0.0,1.0,0.0,0.0,0.0,0.898,0.102,0.763
441699458,2016-12-03 00:00:00.000,5,A must visit,A night time walk through is such fun and a wonderful experience. I felt safe and the park was so clean and staff members were very friendly,2016-11-01 00:00:00.000,Couples,2020-01-25 18:23:33.028,SuePC2015,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.0,0.529,0.471,0.9508
685542663,2019-07-01 00:00:00.000,5,Top Class,"After exploring the fabulous high-end attractions of Singapore, one must come here to experience the beauty of Nature.",2019-06-01 00:00:00.000,Solo,2020-01-29 11:09:34.158,rasheed167,India,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",0.0,0.357,0.643,0.2023,0.0,0.6,0.4,0.875
595636135,2018-07-12 00:00:00.000,5,very good maintained also when there are many visitors,"Take your time and walk throug this beautiful garden. It is amazing, how many different types and colours you will see.",2018-05-01 00:00:00.000,Couples,2020-01-29 10:45:31.403,juertschgi,Switzerland,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",0.0,0.715,0.285,0.4927,0.0,0.693,0.307,0.8564
717280858,2019-10-11 00:00:00.000,5,Must visit place,"It is a must visit place. Beautiful place,colorful and u will love it. Try making this place while visiting Singapore.",2019-10-01 00:00:00.000,Family,2020-01-29 13:10:04.656,Prianand,India,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",0.0,1.0,0.0,0.0,0.0,0.664,0.336,0.8442
716537191,2019-10-09 00:00:00.000,4,A Tourist attraction,History of Ancient Chinese culture. History of Hell & Heaven. History of Monkey God to the pilgrims with the Monk . Many others,2019-10-01 00:00:00.000,Couples,2020-01-30 09:27:05.911,BennyBlackHawk,Singapore,Haw Par Villa,Leisure & Recreation,"262 Pasir Panjang Road Haw Par Villa | 1-min walk from Haw Par Villa MRT Station, Singapore 118628, Singapore",0.0,0.25,0.75,0.4588,0.164,0.643,0.193,-0.0516
356244890,2016-03-17 00:00:00.000,3,Just so hot!!!,"Beautiful gardens- free to visit and just $5 to enter the Orchard garden. Easy commute via MRT. However, I left it too late in the day and it was hard to enjoy due to the heat. Glad I came, but wouldn't come again. Especially when Gardens by the bay is so impressive.",2016-03-01 00:00:00.000,Couples,2020-01-26 10:48:15.408,georginahaney,Australia,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",0.0,1.0,0.0,0.0,0.02,0.708,0.272,0.9361
360329582,2016-03-31 00:00:00.000,4,"""Lovely experience for all age groups""","I had visited Night Safari during the month of November, and have not got long queues any where. They have a few shows, which needs booking. On busy weekends its better to book entry tickets in advance. Tram rides needs a waiting of maximum 10 to 15 minutes. You can also choose to book it on spot. There are few walking trials inside the park, which are absolutely safe and very well maintained. Unfortunately, if you reach there very late in the evening, you may miss few things. Best time to go would be post afternoon, the weather will be pleasant and you would get lot of time to explore the entire safari.",2015-11-01 00:00:00.000,Friends,2020-01-30 15:58:05.351,IpshitaandJoy,India,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,0.568,0.432,0.5859,0.035,0.827,0.139,0.9157
685313169,2019-06-30 00:00:00.000,3,Nice garden but crowded with tour groups.,We had limited time so we took the trolley tour. It gives you a good overview of the garden but you need to go on foot to look at things that interest you and to see details.,2019-06-01 00:00:00.000,Couples,2020-01-25 16:35:50.323,larrydjayne,United States,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,0.759,0.241,0.2263,0.036,0.817,0.147,0.6705
478468269,2017-04-24 00:00:00.000,5,Surprising,Being a regular traveller through Singapore I tend to avoid the tourist attractions... but a friend was visiting for the first time so we went to the Gardens and I was pleasantly surprised. Fantastic environment and great for photographers... It also had the added bonus of being nice escape from the afternoon heat/humidity.,2017-04-01 00:00:00.000,Solo,2020-01-25 19:29:31.127,HYLondon,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,0.0,1.0,0.2732,0.022,0.545,0.434,0.9864
605806949,2018-08-13 00:00:00.000,4,Asia's largest eye,Can't miss this icon in downtown Singapore. Worth taking a ride to have aerial view of Singapore's skyline. Great for young families.,2017-09-01 00:00:00.000,Couples,2020-01-28 11:53:37.765,johniel2018,Singapore,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",0.0,1.0,0.0,0.0,0.0,0.707,0.293,0.7539
615017662,2018-09-09 00:00:00.000,4,Singapore Zoo is the best,"Well this was definitely in my itinerary while planning my trip to Singapore as itâ€™s must and worth visit place.. u can get to see so many species of birds, animals, reptiles and much more .. it takes so much of time to cover all the zones.. we booked tickets online with tram ticket as itâ€™s better and gives u breathing space for some time .. this zoo is very big and houses finest of the finest animals in good health .. in their free nature without Any problem or stress. U take map at the entrance and cover zones one by one.. seal show is must without missing .. v. Really enjoyed it ... but Go bit early to occupy seats in front row.. there are lot of eating options inside so no need to worry about food.. plus u can carry also your food .. my favourite animals were orang utangs they are so cute and roams freely .. plus chimpanzees and zebra with giraffe too.. they also have a kangaroo and raccoon too .. no matter if u r adult or kid u will definitely enjoy the zoo without any second thought .. â¤ï¸â¤ï¸",2018-08-01 00:00:00.000,Family,2020-01-26 11:42:01.594,RICHAS_001,India,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,0.488,0.512,0.6369,0.061,0.782,0.157,0.9439
584676581,2018-06-03 00:00:00.000,5,Great way to spend a day,"We spent a day and covered every inch of Orchard Road! Great window displays in the designer stores, floral arrangements in the streets, footpaths covered by trees which provide respite from the heat and clever air conditioned underpasses make it easy to cross the road! Had a fabulous lunch at Food Republic which offers a huge range of food outlets and a refreshment station. Great shopping choices which provide escape from the heat. A great dayâ€™s activity with every shop your heart could desire!",2018-06-01 00:00:00.000,Couples,2020-01-30 02:50:08.721,Bwebb1976,Australia,Orchard Road,Precinct & Street,"Singapore, Singapore",0.0,0.494,0.506,0.6249,0.0,0.706,0.294,0.9821
430453538,2016-10-22 00:00:00.000,3,Nice walk,"We had a hot, but nice walk along the river after visiting Merlion Park. There are many restaurants alongside and you may join a sightseeng tour as well._x000D_
_x000D_
I was impressed when I glimpsed a boat with outfit to clean the river for leaves that had fallen from the trees on either side. This would never have happend in my country._x000D_
_x000D_
Look for more reviews by MulleEllum.",2016-10-01 00:00:00.000,Friends,2020-01-31 16:48:58.672,MulleEllum,Norway,Singapore River,Precinct & Street,"Boat, Clarke, Robertson Quays, Singapore, Singapore",0.0,0.263,0.737,0.4215,0.043,0.772,0.186,0.899
529780556,2017-10-04 00:00:00.000,2,Underwhelming,"This is hardly a cathedral and better from the outside. Not spiritual, very noisy with leaf blowers and builders, not beautiful at all. Full of noisy Chattering locals .don't bother going in . There are so many amazing cathedrals to be seen in England and abroad ._x000D_
Disappointing.",2017-10-01 00:00:00.000,Couples,2020-01-31 17:39:14.368,Jacqui E,United Kingdom,St Andrew's Cathedral,"Art, History & Culture","11 St. Andrew's Road St. Andrew's Cathedral, Singapore 178959, Singapore",0.0,1.0,0.0,0.0,0.11,0.677,0.212,0.596
362927561,2016-04-10 00:00:00.000,3,Not many flowers and too many people,it was really crowded when we visited and everyone was so busy taking selfies next to the plants that one couldn't really appreciate them. there weren't too many flower varieties.,2016-03-01 00:00:00.000,Couples,2020-01-30 01:00:36.684,Shaleen S,New Zealand,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.079,0.921,0.0,-0.3559
448220963,2017-01-01 00:00:00.000,5,The Golden orchard mile.,"Start at ION and make your way down fantastic shopping and food on orchard road. You can do this inside in AC comfort or outside from block to block. Food galore, merchandise galore....just keep going....",2016-12-01 00:00:00.000,Couples,2020-01-30 03:03:12.093,victoria c,Switzerland,Orchard Road,Precinct & Street,"Singapore, Singapore",0.0,1.0,0.0,0.0,0.135,0.723,0.142,0.0772
463782583,2017-03-01 00:00:00.000,4,Great views of Singapore,"Nice walk, beautiful park and close to many other sites. Beautiful parks to walk around and see the sites of Singapore and the waterfront.",2017-02-01 00:00:00.000,Business,2020-01-30 06:37:52.354,Cindy H,United States,Waterfront Promenade,Leisure & Recreation,"Singapore, Singapore",0.0,0.423,0.577,0.6249,0.0,0.665,0.335,0.891
634737571,2018-11-21 00:00:00.000,5,Great family experience!,"A little tip. Board right after the sun dips into the horizon, so you can get some pretty good light against the city skyline.",2018-03-01 00:00:00.000,Family,2020-01-28 11:21:08.749,whatmarkshoots,New Zealand,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",0.0,0.313,0.687,0.6588,0.0,0.775,0.225,0.7269
613071524,2018-09-02 00:00:00.000,5,Very nice place,"One of the finest riverside where you can relax, have good food, have creazy time all together. Amazing walk and good disco.",2018-02-01 00:00:00.000,Business,2020-01-31 16:46:26.947,arijitin,India,Singapore River,Precinct & Street,"Boat, Clarke, Robertson Quays, Singapore, Singapore",0.0,0.393,0.607,0.4754,0.0,0.59,0.41,0.91
488597394,2017-05-29 00:00:00.000,5,school visit,very enriching experience. owner of the Intan is very welcoming and the tour is very well planned. learnt a lot about the peranakan culture and wonderful stories.,2017-05-01 00:00:00.000,Family,2020-01-30 15:59:35.672,Sallie M,Singapore,The Intan,"Art, History & Culture","69 Joo Chiat Terrace, Singapore 427231, Singapore",0.0,1.0,0.0,0.0,0.0,0.712,0.288,0.8514
342541677,2016-01-25 00:00:00.000,4,Village in the city,"This is actually a great place to visit. You get the village feeling in the middle of a big city. The noise from the traffic is switched with bird's song from the trees. Small narrow lanes with restaurants and cafes._x000D_
_x000D_
A peaceful retreat from the big city.",2016-01-01 00:00:00.000,Solo,2020-01-30 13:57:16.375,ztig65,Norway,Kampong Glam,Precinct & Street,"Kampong Glam, Singapore, Singapore",0.0,1.0,0.0,0.0,0.0,0.795,0.205,0.8625
379211708,2016-06-03 00:00:00.000,5,Brilliant,"Watching the animals in the night is a good experience especially for kids. Very safe and quite a lot of animals to see. Dont miss the feeding schedule, especially the otters. There are two shows in the evening before the safari starts. Be there 30 mins before, and yes u can combine both the night safari and the zoo activity in one day.",2016-05-01 00:00:00.000,Family,2020-01-30 15:12:11.051,Raja S,India,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,0.0,1.0,0.5859,0.0,0.845,0.155,0.8495
392893554,2016-07-15 00:00:00.000,4,Nice,"Nice experience._x000D_
_x000D_
But everyone said the cloud Forrest was better._x000D_
_x000D_
Very pretty, very pleasant - make a day of it but don't take the kids as they will get bored._x000D_
_x000D_
Had coffee at cafe inside and this took 25 mins to get 2 coffees and cost $15 sgd - won't be back._x000D_
_x000D_
Make sure you pay $3sgd and get the unlimited transport._x000D_
_x000D_
This is a must for a green thumbs at heart.",2016-07-01 00:00:00.000,Family,2020-01-30 00:40:45.509,brads0nya,Australia,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",0.0,0.0,1.0,0.4215,0.021,0.856,0.123,0.7861
458109302,2017-02-08 00:00:00.000,4,Interesting place to visit,All tour buses leave from this location. It has a good food court and a nice garden. The surrounding area is good for jogging too.,2016-03-01 00:00:00.000,Family,2020-01-28 11:33:37.083,Abdullah B,Singapore,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",0.0,0.526,0.474,0.4019,0.042,0.66,0.299,0.8126
347061327,2016-02-12 00:00:00.000,5,"A fitting tribute, and solemn reminder.","This is a beautifully peaceful memorial for those from many nations who fought in the cause of liberty. It is set on a hillside, with uniform white headstones reminding one of Arlington National Cemetery. However, carefully tended plantings between graves enhance the beauty of this place, and large stone memorials help provide tribute to those here honored.",2016-02-01 00:00:00.000,Couples,2020-01-31 16:56:22.809,Sande24,United States,Kranji War Memorial,"Art, History & Culture","9 Woodlands Road, Singapore 738656, Singapore",0.245,0.755,0.0,-0.0772,0.062,0.634,0.304,0.9559
635250563,2018-11-23 00:00:00.000,5,The Asian Paradise,Definitely needs to see if you want to joint to the paradise in the Earth. So many kinds of orchids! Paradise smelling!,2018-02-01 00:00:00.000,Family,2020-01-29 10:27:39.176,Andrey G,Russia,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",0.0,0.323,0.677,0.6369,0.0,0.581,0.419,0.9183
584258843,2018-06-01 00:00:00.000,5,Excellent Exhibits,"If you're flower lover or just like to see various plants and flowers, this is a must go if you're in Singapore. It is not as big as the Cloud Forest so about 2 hours should be sufficient. The dome is cool and covered so like Cloud Forest next door, it is quite suitable for a hot day or a wet and rainy day.",2018-05-01 00:00:00.000,Family,2020-01-30 00:32:25.044,628eugenek,Malaysia,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",0.0,0.213,0.787,0.5719,0.019,0.816,0.165,0.8689
632652481,2018-11-12 00:00:00.000,4,An interactive museum for everyone,"There are different exhibitions available, based on the â€˜seasonâ€™ you go , so search it up on the internet before going._x000D_
_x000D_
I went for the â€˜Future World exhibitionâ€™. However, when I was at the ticketing counter , the person told me that one of the stations was closed due to upgrading works (space). It was kind of disappointing because we had one less exhibition to go to but nonetheless it was a great experience._x000D_
_x000D_
Future world exhibition comprises of nature, town, space,park and sanctuary stations. Visitors get to experience digital art. Young children can also colour and scan their artwork for it to be featured on a big screen. Its also a great place for photography shoots due to the array of colours.",2018-07-01 00:00:00.000,Friends,2020-01-30 14:10:13.780,sundaesandicecream,Singapore,ArtScience Museum at Marina Bay Sands,"Art, History & Culture","10 Bayfront Avenue Marina Bay Sands, Singapore 018956, Singapore",0.0,1.0,0.0,0.0,0.017,0.895,0.088,0.9012
452510721,2017-01-17 00:00:00.000,5,Awesome,When in Singapore visiting the Cloud Forest is an absolute must do as its truly unique. Spent around an hour wandering through here taking many great photos.,2017-01-01 00:00:00.000,Solo,2020-01-29 12:48:33.959,dunbro,Australia,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",0.0,0.0,1.0,0.6249,0.0,0.781,0.219,0.7906
587738103,2018-06-16 00:00:00.000,5,Great Walk,"Had a Wonderful walk around lots to see and do , fantastic restaurants and great places to take photos",2018-06-01 00:00:00.000,Couples,2020-01-29 23:07:25.512,K2531DJrobertw,Australia,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",0.0,0.196,0.804,0.6249,0.0,0.551,0.449,0.9081
548947085,2017-12-24 00:00:00.000,5,Amazing views by night,"It is one thing not to be missed in Singapore._x000D_
Itâ€™s like being Alice in Wonderland....._x000D_
the garden is impressive and although itâ€™s all artificial but the creative minds of the designers would leave you breathless. It opens till 10:00 pm so if you are planning a trip to this beautiful country make sure you visit the gardens. Itâ€™s definitely worth your while",2017-11-01 00:00:00.000,Friends,2020-01-25 20:23:17.492,LilianeN262,United Arab Emirates,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,0.441,0.559,0.5859,0.017,0.673,0.311,0.9725
547293868,2017-12-15 00:00:00.000,4,Great views,Worth the time and experience when in Singapore. Cost just over $20 to go to the top. Need to be a guest to see close up infinity pool. Could do with a better public restaurant offer when up there.,2017-12-01 00:00:00.000,Couples,2020-01-29 13:45:36.780,Ian T,Australia,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",0.0,0.196,0.804,0.6249,0.0,0.837,0.163,0.6808
390944964,2016-07-10 00:00:00.000,4,Expensive but great view,"It is costly to go up and the entrance was hard to find at first, its outside the hotel and downstairs where you find the ticket box before going up in a different lift. It is costly but was in our budget so we went just before dusk and stayed for about an hour to watch the sunset and the supertree lightshow which is across the road at the gardens by the bay. There is a bar up there with some beverages and snacks available, the prices didn't look too expensive but we didnt buy anything.",2016-06-01 00:00:00.000,Family,2020-01-29 13:24:51.657,BeautifulDay11,Australia,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",0.0,0.347,0.653,0.7684,0.038,0.962,0.0,-0.1531
